rownames,UP0042_CTRL,UR16_2319_HP160021451_A,UP0042HHT1,UP0042_HHE1.combined,UP0042_HHE3.combined
1:154500001-155000000,0.9796035032423442,1.0393172690654389,1.0486859145259917,1.0757211246388942,0.9758227553912545
1:155000001-155500000,0.9874237265498123,1.0803554884184885,1.102181125932703,1.0468291158092011,0.9874426911450994
1:155500001-156000000,,,,,
1:156000001-156500000,,,,,
1:156500001-157000000,1.02187361993085,1.0471943207776147,1.117810896667048,1.0443517714343418,1.0043109551615996
1:157000001-157500000,,,,,
1:157500001-158000000,0.9924331337180695,1.0134857245946318,0.9820778409127834,1.0387772353000981,1.0564816076895462
1:158000001-158500000,1.0469649781420303,0.9647258343854263,0.9124895513886213,0.9918042866767611,0.9788298185880109
1:158500001-159000000,0.9573258402277494,1.0036045155603888,0.9816048194204251,1.175753595169885,1.0602964146464728
1:159000001-159500000,0.983821382883621,0.9783844349762524,0.9665790404750221,1.0835669992541264,1.035153597146798
1:159500001-160000000,0.9773081942641764,0.9733346660394043,0.955152117529305,1.0977590270416302,1.0146431981757946
1:160000001-160500000,1.0723096491169086,1.0304455461029702,1.0615380890799093,1.0801596890438316,1.0100788615390865
1:160500001-161000000,1.0939912379386958,1.011091394901311,0.979180488125873,1.1537401183934444,1.0269181812396766
1:161000001-161500000,0.9494213732840406,1.0983379530730584,1.0474933494128114,1.0253241132599094,0.9643109347565028
1:161500001-162000000,0.9503816071500272,0.9740616842238911,0.9567708013405191,0.9124179905650309,0.8434679282366205
1:162000001-162500000,1.0410157221374308,1.2396369181965246,1.3033687517549544,1.135047504451575,1.0413049629731237
1:162500001-163000000,0.9651624398839114,1.1946463744452902,1.1892693634578662,0.9159374978567646,0.9632015865906628
1:163000001-163500000,1.0335936938362615,1.2911476590865967,1.2882601224053538,0.9977363617871033,0.9832635868414054
1:163500001-164000000,1.0010942112287493,1.249690594737508,1.2411120171829555,0.9902744533943717,1.041381022162187
1:164000001-164500000,1.014911770628733,1.2709578194457252,1.2446497112516426,0.9832442759044754,0.9875085477268922
1:164500001-165000000,1.086388563195363,1.2456220890172782,1.3309598459850103,1.0567515435111048,0.9651604689081479
1:165000001-165500000,1.000606228323959,1.2849506603616583,1.2947761028141338,0.9694284129644025,0.986633057078705
