rownames,UP0055_CTRL,UH16_300,UH18_22546,UP0055_HHE1.combined,UP0055_HHE2.combined
1:93000001-93500000,1.040286631438028,1.0394429405065038,1.0773082715930373,1.0262816499666103,0.9922558940572509
1:93500001-94000000,1.0043040420582217,1.1517618638088092,1.0899360691708706,1.0162720113012358,1.0377178954947484
1:94000001-94500000,1.014978963636196,0.8868206095721373,1.0009903021681439,0.9489563644029403,0.9832569576516763
1:94500001-95000000,1.0777726641634962,0.9380351216855574,1.0493585429590473,1.0148486494761657,1.0440414766291493
1:95000001-95500000,1.0516717986442459,1.0477001583372025,1.0161017771720913,0.979478436673326,0.9873868577822753
1:95500001-96000000,0.9370653117409354,0.9469857580738203,0.9784082867920044,0.9471496147559412,1.0117089099621108
1:96000001-96500000,0.9921025156613121,1.0167668475835945,0.9190400446016034,0.9344436557253462,1.0146742889862537
1:96500001-97000000,0.9934284613279203,0.9579329666415831,0.9700258800805289,0.9457813227722588,1.004669932041855
1:97000001-97500000,0.971463459481777,0.9980584219753267,0.9768165017493818,0.9553397578923827,1.0268322853318381
1:97500001-98000000,1.0339186263733975,0.9828670475631249,1.0203483767568375,1.0796689831258885,0.9972011205886508
1:98000001-98500000,0.9659884440434703,0.9433652653876291,1.0110562003377517,1.0287394920613429,1.017861273490856
1:98500001-99000000,0.985094083288761,0.9842009193405347,1.0632606764915,0.9755033232624739,0.990344311366365
1:99000001-99500000,0.9337405464313322,0.9725013309204248,1.0745041512274962,0.9715481140787741,1.0127355972237164
1:99500001-100000000,1.0088196065034232,0.9210184014530828,1.235987958765143,1.0193200086317649,1.095608759641736
1:100000001-100500000,,,,,
1:100500001-101000000,0.993168677758082,1.104210840748265,1.303430746940958,1.0695400049305468,1.0638347919733853
1:101000001-101500000,1.080029134767607,1.0237883233856082,1.3220179742742644,1.117564361686285,1.1126229952913407
1:101500001-102000000,1.0320007187929108,1.0211263492369718,1.065982419564221,1.04785074420095,1.066263654698616
1:102000001-102500000,,,,,
1:102500001-103000000,0.9921578293050433,1.016066163137215,0.9637965265705277,0.9803921565180792,0.9857051844303416
1:103000001-103500000,,,,,
1:103500001-104000000,,,,,
1:104000001-104500000,,,,,
1:104500001-105000000,1.023331079305326,1.0393590737864928,0.9840641230929809,1.0010116608271444,0.9862818300425817
1:105000001-105500000,1.0409125616769959,0.9499552189053818,0.9934276263355732,0.9574526446468858,0.9562200489948983
1:105500001-106000000,0.9753694397749938,0.9593157798516706,1.047664706250129,0.9488767168254296,0.9932565755193701
1:106000001-106500000,1.0064127370648,1.0217270894990436,1.0185465711523356,0.9364107876615808,0.9235863138665442
1:106500001-107000000,1.0142514466749823,0.993063881835334,1.0365162783682862,0.9557368469206399,0.995094059521468
1:107000001-107500000,1.0348259704948308,0.9846939379861046,1.0099257104477697,1.041372789557314,0.9942894556639096
1:107500001-108000000,0.9949893082392262,0.925195488567635,0.9216738860496032,1.0099624133399163,0.9951078087933223
1:108000001-108500000,,,,,
1:108500001-109000000,,,,,
1:109000001-109500000,1.0329388515192541,1.0296735804655093,0.9921216448639678,1.0143447412047026,0.967243453990397
1:109500001-110000000,,,,,
1:110000001-110500000,1.0001110353184741,0.9559772548187874,0.956652941969659,0.9861039903391204,0.9789866293037087
1:110500001-111000000,,,,,
1:111000001-111500000,1.0394324724268797,1.2273540785335646,0.9623288376520477,0.9563811553967878,0.9787322931308895
1:111500001-112000000,1.0200361734684333,1.2743012163771854,1.0127559583095405,0.9855155048547612,1.023927356120866
1:112000001-112500000,1.043976214769731,1.2067851640910345,0.9779230482882586,1.002031311288179,0.9820317344929103
1:112500001-113000000,0.9957042357487091,1.1400663703533809,0.8729293362804353,0.9663481821294786,0.9891463834426983
1:113000001-113500000,1.010926132990671,1.2043585941302504,1.019181859187412,0.9498062103962207,0.9588627258310433
1:113500001-114000000,1.0070214022656832,1.1830401582442849,1.0200442663906468,0.966441825588014,0.9894984045654318
1:114000001-114500000,0.9734856595763183,1.271800560283179,1.054085618528804,1.0220246087831317,0.9987085460480866
1:114500001-115000000,1.0380885482610671,1.2042626012710527,0.9496480874654989,1.0246053045407988,1.0309608562965207
